review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0812,689,688,#0688 Binacle → #0689 Barbaracle,CPF-0317,Barbaracle,Barbaracle — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0813,690,690,#0690 Skrelp → #0691 Dragalge,CPF-0318,Skrelp,Skrelp — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Water,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0814,691,690,#0690 Skrelp → #0691 Dragalge,CPF-0319,Dragalge,Dragalge — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0815,692,692,#0692 Clauncher → #0693 Clawitzer,CPF-0320,Clauncher,Clauncher — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0816,693,692,#0692 Clauncher → #0693 Clawitzer,CPF-0321,Clawitzer,Clawitzer — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0817,696,696,#0696 Tyrunt → #0697 Tyrantrum,CPF-0322,Tyrunt,Tyrunt — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dark,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0818,697,696,#0696 Tyrunt → #0697 Tyrantrum,CPF-0323,Tyrantrum,Tyrantrum — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dark,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0819,698,698,#0698 Amaura → #0699 Aurorus,CPF-0324,Amaura,Amaura — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0820,699,698,#0698 Amaura → #0699 Aurorus,CPF-0325,Aurorus,Aurorus — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0821,702,702,#0702 Dedenne,CPF-0326,Dedenne,Dedenne — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0822,704,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,CPF-0327,Goomy,Goomy — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0823,705,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,CPF-0328,Sliggoo,Sliggoo — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0824,705,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,CPF-0329,Sliggoo,Sliggoo — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0825,706,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,ER-1701,Goodra,Goodra Hisuian Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dragon,Steel,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0826,706,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,ER-1630,Goodra,Goodra Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dragon,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0827,706,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,CPF-0330,Goodra,Goodra — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0828,706,704,#0704 Goomy → #0705 Sliggoo → #0706 Goodra,CPF-0331,Goodra,Goodra — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0829,707,707,#0707 Klefki,ER-1692,Klefki,Klefki Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Electric,Poison,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0830,714,714,#0714 Noibat → #0715 Noivern,ER-1712,Noibat,Noibat Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Rock,Ghost,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0831,714,714,#0714 Noibat → #0715 Noivern,CPF-0332,Noibat,Noibat — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Flying,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0832,715,714,#0714 Noibat → #0715 Noivern,ER-1713,Noivern,Noivern Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Rock,Ghost,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0833,715,714,#0714 Noibat → #0715 Noivern,CPF-0333,Noivern,Noivern — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Flying,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0834,717,717,#0717 Yveltal,ER-1802,Yveltal,Yveltal Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dark,Flying,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0835,723,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,CPF-0334,Dartrix,Dartrix — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0836,723,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,CPF-0335,Dartrix,Dartrix — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0837,724,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,ER-1620,Decidueye,Decidueye Hisuian Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0838,724,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,ER-1619,Decidueye,Decidueye Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Ghost,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0839,724,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,CPF-0336,Decidueye,Decidueye — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0840,724,722,#0722 Rowlet → #0723 Dartrix → #0724 Decidueye,CPF-0337,Decidueye,Decidueye — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Fighting,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0841,727,725,#0725 Litten → #0726 Torracat → #0727 Incineroar,ER-1621,Incineroar,Incineroar Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0842,727,725,#0725 Litten → #0726 Torracat → #0727 Incineroar,CPF-0338,Incineroar,Incineroar — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Psychic,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0843,730,728,#0728 Popplio → #0729 Brionne → #0730 Primarina,ER-1623,Primarina,Primarina Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0844,730,728,#0728 Popplio → #0729 Brionne → #0730 Primarina,CPF-0339,Primarina,Primarina — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0845,733,731,#0731 Pikipek → #0732 Trumbeak → #0733 Toucannon,ER-1526,Toucannon,Toucannon Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Normal,Steel,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0846,739,739,#0739 Crabrawler → #0740 Crabominable,ER-1823,Crabrawler,Crabrawler Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0847,740,739,#0739 Crabrawler → #0740 Crabominable,ER-1824,Crabominable,Crabominable Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0848,741,741,#0741 Oricorio,ER-1571,Oricorio,Oricorio Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Flying,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0849,743,742,#0742 Cutiefly → #0743 Ribombee,ER-1787,Ribombee,Ribombee Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Bug,Electric,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0850,743,742,#0742 Cutiefly → #0743 Ribombee,ER-1549,Ribombee,Ribombee Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Bug,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0851,743,742,#0742 Cutiefly → #0743 Ribombee,ER-1788,Ribombee,Ribombee Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Bug,Electric,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0852,743,742,#0742 Cutiefly → #0743 Ribombee,CPF-0340,Ribombee,Ribombee — BlueTowel Alternate form (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0853,745,744,#0744 Rockruff → #0745 Lycanroc,ER-1483,Lycanroc,Lycanroc Eclipse,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Rock,Ghost,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0854,745,744,#0744 Rockruff → #0745 Lycanroc,ER-1484,Lycanroc,Lycanroc Twilight,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Rock,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0855,751,751,#0751 Dewpider → #0752 Araquanid,ER-1845,Dewpider,Dewpider Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ice,Bug,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0856,751,751,#0751 Dewpider → #0752 Araquanid,CPF-0342,Dewpider,Dewpider — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0857,752,751,#0751 Dewpider → #0752 Araquanid,ER-1846,Araquanid,Araquanid Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ice,Bug,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0858,752,751,#0751 Dewpider → #0752 Araquanid,CPF-0343,Araquanid,Araquanid — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0859,753,753,#0753 Fomantis → #0754 Lurantis,CPF-0344,Fomantis,Fomantis — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0860,754,753,#0753 Fomantis → #0754 Lurantis,CPF-0345,Lurantis,Lurantis — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0861,759,759,#0759 Stufful → #0760 Bewear,ER-1726,Stufful,Stufful Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Normal,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0862,760,759,#0759 Stufful → #0760 Bewear,ER-1727,Bewear,Bewear Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Normal,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0863,760,759,#0759 Stufful → #0760 Bewear,ER-1792,Bewear,Bewear Angry,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,Fighting,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0864,761,761,#0761 Bounsweet → #0762 Steenee → #0763 Tsareena,ER-1814,Bounsweet,Bounsweet Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Psychic,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0865,762,761,#0761 Bounsweet → #0762 Steenee → #0763 Tsareena,ER-1815,Steenee,Steenee Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Psychic,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0866,763,761,#0761 Bounsweet → #0762 Steenee → #0763 Tsareena,ER-1816,Tsareena,Tsareena Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Psychic,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0867,763,761,#0761 Bounsweet → #0762 Steenee → #0763 Tsareena,ER-1700,Tsareena,Tsareena Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0868,763,761,#0761 Bounsweet → #0762 Steenee → #0763 Tsareena,ER-1581,Tsareena,Tsareena Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Psychic,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0869,768,767,#0767 Wimpod → #0768 Golisopod,ER-1568,Golisopod,Golisopod Mega Y,Elite Redux,04 Elite Redux - Standard Megas,Mega,Bug,Water,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0870,769,769,#0769 Sandygast → #0770 Palossand,CPF-0346,Sandygast,Sandygast — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0871,770,769,#0769 Sandygast → #0770 Palossand,CPF-0347,Palossand,Palossand — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Ice,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0872,778,778,#0778 Mimikyu,ER-1847,Mimikyu,Mimikyu Apex,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0873,778,778,#0778 Mimikyu,ER-1848,Mimikyu,Mimikyu Apex Busted,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0874,778,778,#0778 Mimikyu,ER-1473,Mimikyu,Mimikyu Primal,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0875,778,778,#0778 Mimikyu,ER-1793,Mimikyu,Mimikyu Rayquaza,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0876,783,782,#0782 Jangmo-o → #0783 Hakamo-o → #0784 Kommo-o,CPF-0348,Hakamo-o,Hakamo-o — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0877,784,782,#0782 Jangmo-o → #0783 Hakamo-o → #0784 Kommo-o,CPF-0349,Kommo-o,Kommo-o — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dragon,Steel,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0878,798,798,#0798 Kartana,ER-1803,Kartana,Kartana Fallen,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Steel,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0879,809,809,#0809 Melmetal,ER-1591,Melmetal,Melmetal Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Steel,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0880,811,810,#0810 Grookey → #0811 Thwackey → #0812 Rillaboom,CPF-0350,Thwackey,Thwackey — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0881,812,810,#0810 Grookey → #0811 Thwackey → #0812 Rillaboom,ER-1597,Rillaboom,Rillaboom Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0882,812,810,#0810 Grookey → #0811 Thwackey → #0812 Rillaboom,CPF-0351,Rillaboom,Rillaboom — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Bug,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0883,813,813,#0813 Scorbunny → #0814 Raboot → #0815 Cinderace,CPF-0352,Scorbunny,Scorbunny — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0884,814,813,#0813 Scorbunny → #0814 Raboot → #0815 Cinderace,CPF-0353,Raboot,Raboot — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0885,815,813,#0813 Scorbunny → #0814 Raboot → #0815 Cinderace,ER-1598,Cinderace,Cinderace Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0886,815,813,#0813 Scorbunny → #0814 Raboot → #0815 Cinderace,CPF-0354,Cinderace,Cinderace — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0887,816,816,#0816 Sobble → #0817 Drizzile → #0818 Inteleon,CPF-0355,Sobble,Sobble — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0888,817,816,#0816 Sobble → #0817 Drizzile → #0818 Inteleon,CPF-0356,Drizzile,Drizzile — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0889,818,816,#0816 Sobble → #0817 Drizzile → #0818 Inteleon,ER-1599,Inteleon,Inteleon Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0890,818,816,#0816 Sobble → #0817 Drizzile → #0818 Inteleon,CPF-0357,Inteleon,Inteleon — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0891,823,821,#0821 Rookidee → #0822 Corvisquire → #0823 Corviknight,ER-1600,Corviknight,Corviknight Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Flying,Steel,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0892,826,824,#0824 Blipbug → #0825 Dottler → #0826 Orbeetle,ER-1607,Orbeetle,Orbeetle Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Bug,Psychic,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0893,834,833,#0833 Chewtle → #0834 Drednaw,ER-1601,Drednaw,Drednaw Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Dragon,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0894,839,837,#0837 Rolycoly → #0838 Carkol → #0839 Coalossal,ER-1602,Coalossal,Coalossal Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Rock,Fire,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0895,844,843,#0843 Silicobra → #0844 Sandaconda,ER-1603,Sandaconda,Sandaconda Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Ground,Flying,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0896,846,846,#0846 Arrokuda → #0847 Barraskewda,CPF-0358,Arrokuda,Arrokuda — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0897,847,846,#0846 Arrokuda → #0847 Barraskewda,CPF-0359,Barraskewda,Barraskewda — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Water,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0898,848,848,#0848 Toxel → #0849 Toxtricity,ER-1817,Toxel,Toxel Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Electric,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0899,849,848,#0848 Toxel → #0849 Toxtricity,ER-1818,Toxtricity,Toxtricity Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Electric,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0900,849,848,#0848 Toxel → #0849 Toxtricity,ER-1819,Toxtricity,Toxtricity Redux Fuzz,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Electric,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0901,849,848,#0848 Toxel → #0849 Toxtricity,ER-1611,Toxtricity,Toxtricity Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Electric,Poison,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0902,849,848,#0848 Toxel → #0849 Toxtricity,ER-1582,Toxtricity,Toxtricity Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Electric,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0903,849,848,#0848 Toxel → #0849 Toxtricity,ER-1583,Toxtricity,Toxtricity Redux Fuzz Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Electric,Dark,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0904,851,850,#0850 Sizzlipede → #0851 Centiskorch,ER-1609,Centiskorch,Centiskorch Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,Bug,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0905,854,854,#0854 Sinistea → #0855 Polteageist,ER-1652,Sinistea,Sinistea Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ghost,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
